Probe Set ID	Gene Symbol	Gene Description	Cytoband	mRNA Accession	mRNA  Source	mRna - Description	mRNA - xhyb	Chromosome	Strand	Start	Stop	GO Biological Process ID	GO Biological Process Term	GO Cellular Component ID	GO Cellular Component Term	GO Molecular Function ID	GO Molecular Function Term	Pathway Source	Pathway Name	ISL0001	ISL0010	ISL0011	ISL0012	ISL0013	ISL0014	ISL0015	ISL0016	ISL0019	ISL0002	ISL0020	ISL0021	ISL0022	ISL0003	ISL0004	ISL0005	ISL0006	ISL0007	ISL0008	ISL0009	ISL0023	ISL0024	ISL0025	ISL0026	ISL0027	ISL0028	ISL0029	ISL0030	ISL0031	ISL0032	ISL0033	ISL0034	ISL0035	ISL0036	ISL0037	ISL0038	ISL0039	ISL0040	ISL0041	ISL0042	ISL0043	ISL0044	ISL0045	ISL0046	ISL0047	ISL0048	ISL0049	ISL0050
7897068	SKI 	v-ski sarcoma viral oncogene homolog (avian) 	1q22-q24 	NM_003036 	RefSeq 	Homo sapiens v-ski sarcoma viral oncogene homolog (avian) (SKI), mRNA. 	FALSE	chr1	+	2149994	2231418	GO:0030154  // GO:0030509 	cell differentiation  // BMP signaling pathway 	GO:0005634  // GO:0005654 	nucleus  // nucleoplasm 	GO:0000166  // GO:0005515 	nucleotide binding  // protein binding 	GenMAPP 	TGF_Beta_Signaling_Pathway	7.495187	7.507494	7.677782	7.722453	7.6059	7.484004	7.488289	7.43531	7.609115	7.592514	7.591203	7.735466	7.538913	7.318677	7.36988	7.44819	7.609518	7.52385	7.421604	7.551572	7.444029	7.567916	7.432848	7.407256	7.374175	7.583899	7.043761	7.337916	7.390872	7.429538	7.468285	7.264339	6.991377	6.952809	7.374812	7.349671	7.392926	7.024364	7.461971	7.493914	7.313244	7.076764	7.198305	7.265382	7.234681	7.391483	7.20355	7.352225
7897078	RER1 	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) 	1pter-q24 	NM_007033 	RefSeq 	Homo sapiens RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) (RER1), mRNA. 	FALSE	chr1	+	2313074	2326734	GO:0006890 	retrograde vesicle-mediated transport, Golgi to ER 	GO:0000139  // GO:0005794  // GO:0016020  // GO:0016021  // GO:0030173 	Golgi membrane  // Golgi apparatus  // membrane  // integral to membrane  // integral to Golgi membrane 	GO:0003674 	molecular_function 	---	---	9.107557	9.270841	9.22321	9.379882	9.316147	9.205659	9.497725	9.161947	9.257233	8.914883	7.95961	9.158392	9.201846	9.166665	8.938952	9.353012	8.679218	8.841979	8.886139	9.161796	9.221911	9.010438	9.353446	9.337704	9.360254	9.525933	9.307471	9.371578	9.361997	9.352049	9.219686	9.330566	9.218584	9.204927	9.284601	9.256493	8.117743	9.169296	9.413146	9.334239	9.365015	9.199381	9.219734	9.170509	9.441046	9.420751	9.454753	9.642759
7897089	PLCH2 	phospholipase C, eta 2 	1p36.32 	NM_014638 	RefSeq 	Homo sapiens phospholipase C, eta 2 (PLCH2), mRNA. 	FALSE	chr1	+	2347279	2426829	GO:0007242  // GO:0008150  // GO:0016042 	intracellular signaling cascade  // biological_process  // lipid catabolic process 	GO:0005575  // GO:0005737  // GO:0005886 	cellular_component  // cytoplasm  // plasma membrane 	GO:0003674  // GO:0004435  // GO:0004871  // GO:0005509  // GO:0016787 	molecular_function  // phosphoinositide phospholipase C activity  // signal transducer activity  // calcium ion binding  // hydrolase activity 	---	---	6.918038	6.495748	6.718472	6.522665	6.400203	6.616891	6.68882	6.720256	6.950782	6.994248	6.939036	6.826419	6.917538	6.239063	6.937394	6.737653	7.031296	6.831506	7.022084	6.634985	7.07738	6.841243	6.886215	6.841021	6.460502	6.641723	6.715909	6.737295	6.990909	6.794448	6.898115	6.870766	6.320311	6.58854	6.439381	6.519218	7.026141	6.576342	6.812909	6.855981	6.663582	6.422073	6.748214	6.618583	6.600992	6.644627	6.516935	6.441132
7897119	C1orf93 	chromosome 1 open reading frame 93 	1p36.32 	AF425266 	GenBank 	Homo sapiens unknown protein mRNA, complete cds. 	FALSE	chr1	+	2508097	2512767	---	---	GO:0005634  // GO:0005730  // GO:0005737  // GO:0005886 	nucleus  // nucleolus  // cytoplasm  // plasma membrane 	---	---	---	---	7.720057	7.623215	7.499228	7.232521	7.419801	7.342233	7.548856	7.400084	7.195757	7.244376	7.099601	7.255052	7.272562	7.294088	7.25181	7.501365	7.03482	7.009899	7.108926	7.265895	7.670434	7.222349	7.794813	7.720082	7.257863	7.293725	7.344484	7.675513	7.521564	7.685751	7.59247	7.581765	7.434963	7.210143	7.46954	7.354008	7.114202	7.330984	7.640485	7.230831	7.634241	7.060583	7.204504	7.600502	7.395755	7.211458	7.493567	7.569471
7897128	ACTRT2 	actin-related protein T2 	1p36.32 	NM_080431 	RefSeq 	Homo sapiens actin-related protein T2 (ACTRT2), mRNA. 	FALSE	chr1	+	2927906	2929327	---	---	GO:0005737  // GO:0005856 	cytoplasm  // cytoskeleton 	GO:0005515 	protein binding 	---	---	5.779903	5.598619	5.448545	5.723358	5.50921	5.364454	5.673667	5.406935	5.505459	5.680321	5.58845	5.137331	5.480005	5.076522	5.317844	5.462662	5.559802	5.817835	5.542332	5.349648	5.585413	5.766835	5.400526	5.478156	5.519032	5.558451	5.952416	5.484758	5.658033	5.353221	5.647669	5.655457	5.571299	5.141879	5.15919	5.526301	5.577281	5.708807	5.726924	5.580732	5.41063	5.405908	5.808599	5.840466	5.40806	5.828002	5.487561	5.542784
7897132	PRDM16 	PR domain containing 16 	1p36.23-p33 	NM_022114 	RefSeq 	Homo sapiens PR domain containing 16 (PRDM16), transcript variant 1, mRNA. 	FALSE	chr1	+	2975604	3345045	GO:0006350  // GO:0006355 	transcription  // regulation of transcription, DNA-dependent 	GO:0005622  // GO:0005634 	intracellular  // nucleus 	GO:0003700  // GO:0008270  // GO:0046332  // GO:0046872 	transcription factor activity  // zinc ion binding  // SMAD binding  // metal ion binding 	---	---	6.373321	6.25338	5.959742	6.621482	6.231653	6.306821	6.234746	6.097355	6.039366	6.224308	5.977736	5.809009	6.418312	6.171236	6.264799	6.575083	5.739249	6.283447	6.16587	6.41982	6.009778	6.192947	6.273983	6.432443	6.059843	6.007366	6.349569	6.303842	6.356546	6.420003	6.385906	6.073679	5.847785	5.958756	6.155145	6.381526	5.974499	6.058483	6.179633	6.111175	6.54032	5.841549	6.010787	6.426915	6.048586	6.124394	6.130497	6.087623
7897154	ARHGEF16 	Rho guanine exchange factor (GEF) 16 	1p36.3 	NM_014448 	RefSeq 	Homo sapiens Rho guanine exchange factor (GEF) 16 (ARHGEF16), mRNA. 	FALSE	chr1	+	3360850	3387537	GO:0035023 	regulation of Rho protein signal transduction 	GO:0005622 	intracellular 	GO:0005085  // GO:0005089 	guanyl-nucleotide exchange factor activity  // Rho guanyl-nucleotide exchange factor activity 	---	---	6.812065	6.214806	6.317559	6.307566	6.234077	6.214834	6.486454	6.256766	6.345339	6.448287	6.387917	6.145115	6.439076	6.050372	6.213995	6.404298	6.4081	6.24969	6.301295	6.605541	6.175694	6.198085	6.449848	6.346869	6.172552	6.351341	5.974465	6.485537	6.526524	6.485464	6.401983	6.349375	6.197888	6.165152	6.401401	6.291092	6.401968	6.381033	6.590822	6.44094	6.297854	6.424151	6.189842	6.290438	6.43553	6.409303	6.146489	6.323455
7897172	TPRG1L 	tumor protein p63 regulated 1-like 	1p36.32 	NM_182752 	RefSeq 	Homo sapiens tumor protein p63 regulated 1-like (TPRG1L), mRNA. 	FALSE	chr1	+	3531416	3536555	---	---	GO:0008021  // GO:0030054  // GO:0031410  // GO:0045202 	synaptic vesicle  // cell junction  // cytoplasmic vesicle  // synapse 	---	---	---	---	9.130904	9.137798	9.069912	8.843136	9.257866	9.151616	8.821468	9.359611	9.504418	9.165507	9.422477	9.317992	9.114756	9.173016	9.288509	9.073936	9.30585	9.326406	9.345466	9.293376	9.392049	9.438431	9.134735	9.469361	8.741143	9.262649	8.860503	9.256507	9.190303	9.203058	9.246843	9.176947	9.078804	9.171127	8.797341	9.000094	9.072104	8.948339	8.834828	8.656594	8.804638	8.920045	9.239081	8.924007	9.173078	8.363736	9.14549	8.997716
7897179	TP73 	tumor protein p73 	1p36.3 	NM_001126240 	RefSeq 	Homo sapiens tumor protein p73 (TP73), transcript variant 2, mRNA. 	FALSE	chr1	+	3558944	3642625	GO:0002347  // GO:0006298  // GO:0006915  // GO:0008630  // GO:0030308  // GO:0045786  // GO:0045893 	response to tumor cell  // mismatch repair  // apoptosis  // DNA damage response, signal transduction resulting in induction of apoptosis  // negative regulation of cell growth  // negative regulation of cell cycle  // positive regulation of transcription, DNA-dependent 	GO:0005634 	nucleus 	GO:0003700  // GO:0005515  // GO:0008270  // GO:0046872 	transcription factor activity  // protein binding  // zinc ion binding  // metal ion binding 	---	---	6.506823	6.14831	6.223975	6.148154	5.997934	5.816077	6.230387	6.063327	6.229669	6.153482	6.185424	5.93723	6.183767	5.80319	5.922779	6.363692	6.34181	6.722573	6.503653	6.062051	5.877366	6.248675	6.157664	5.78936	5.983533	5.900585	6.024063	6.034223	5.879438	5.766327	6.145538	6.374889	6.05753	5.701859	5.838849	5.945385	6.109708	6.109955	6.095588	6.112539	6.270847	6.324208	5.951886	6.303979	5.899453	6.12284	5.957502	5.988964
7897196	CCDC27 	coiled-coil domain containing 27 	1p36.32 	NM_152492 	RefSeq 	Homo sapiens coiled-coil domain containing 27 (CCDC27), mRNA. 	FALSE	chr1	+	3658822	3678069	---	---	---	---	---	---	---	---	5.958567	5.85482	5.888123	5.62021	5.532064	5.605632	5.47188	5.814149	5.750256	5.896861	5.858522	5.699656	6.031194	5.361776	5.667031	5.597739	5.93574	6.02564	5.909386	5.606405	5.564225	5.766973	5.832438	5.408203	5.519684	5.70139	5.685981	5.618493	5.775635	5.595365	5.740364	5.592997	5.496363	5.306536	5.774518	5.439604	5.795306	5.532004	5.830645	5.837034	5.841651	5.959345	5.821686	6.048872	5.725247	5.71756	5.694613	5.735186
7897210	DFFB 	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) 	1p36.3 	NM_004402 	RefSeq 	Homo sapiens DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) (DFFB), mRNA. 	FALSE	chr1	+	3763705	3791853	GO:0006309  // GO:0006915  // GO:0007242  // GO:0030263 	DNA fragmentation involved in apoptosis  // apoptosis  // intracellular signaling cascade  // apoptotic chromosome condensation 	GO:0005622  // GO:0005634  // GO:0005654  // GO:0005737  // GO:0005829 	intracellular  // nucleus  // nucleoplasm  // cytoplasm  // cytosol 	GO:0003677  // GO:0004516  // GO:0004518  // GO:0004537  // GO:0016787  // GO:0019899 	DNA binding  // nicotinate phosphoribosyltransferase activity  // nuclease activity  // caspase-activated deoxyribonuclease activity  // hydrolase activity  // enzyme binding 	---	---	6.195258	5.852294	6.000548	6.029042	6.078719	5.742912	5.984049	6.038875	6.049924	5.995014	6.145902	6.096441	6.2407	6.313686	6.362844	6.187063	6.170171	6.408567	6.317753	5.922152	6.075609	6.099752	6.031229	6.045737	6.118528	6.273611	6.189918	6.152966	6.193192	6.247386	6.153783	6.053135	5.767083	5.90306	6.084767	5.943327	6.263391	6.177011	6.103063	6.221407	6.139819	6.003476	6.297328	6.227402	6.156397	6.120778	6.094	6.218216
7897227	AJAP1 	adherens junctions associated protein 1 	1p36.32 	NM_018836 	RefSeq 	Homo sapiens adherens junctions associated protein 1 (AJAP1), transcript variant 1, mRNA. 	FALSE	chr1	+	4614652	4743711	GO:0007155 	cell adhesion 	GO:0005886  // GO:0016021  // GO:0016323  // GO:0016324  // GO:0030054 	plasma membrane  // integral to membrane  // basolateral plasma membrane  // apical plasma membrane  // cell junction 	GO:0005515 	protein binding 	---	---	5.479183	5.561444	5.284049	5.2595	5.344546	5.332914	5.644273	5.999284	5.434275	5.566229	5.440505	5.747973	5.701541	5.455017	5.462052	5.338504	5.606256	5.612519	5.758197	5.779336	5.547199	5.678353	5.443125	5.294295	5.214555	5.339223	5.681503	5.474533	5.271332	5.353136	5.528233	5.571068	4.973112	5.162136	5.226338	5.337061	5.396878	5.234321	5.313673	4.875702	5.413539	5.169977	5.079864	4.888968	5.159852	5.114172	5.340914	5.412486
7897236	KCNAB2 	potassium voltage-gated channel, shaker-related subfamily, beta member 2 	1p36.3 	NM_003636 	RefSeq 	Homo sapiens potassium voltage-gated channel, shaker-related subfamily, beta member 2 (KCNAB2), transcript variant 1, mRNA. 	FALSE	chr1	+	5974113	6083840	GO:0006811  // GO:0006813  // GO:0055114 	ion transport  // potassium ion transport  // oxidation reduction 	GO:0005737  // GO:0016021 	cytoplasm  // integral to membrane 	GO:0005244  // GO:0005249  // GO:0015459  // GO:0016491  // GO:0030955 	voltage-gated ion channel activity  // voltage-gated potassium channel activity  // potassium channel regulator activity  // oxidoreductase activity  // potassium ion binding 	---	---	5.925696	5.774751	6.767966	5.889058	6.090056	6.107082	5.774213	6.107044	6.014569	6.168944	5.98188	6.372749	6.099999	5.923372	6.088843	5.76061	6.579751	6.161806	6.400408	5.891311	6.405988	6.263783	6.515909	6.37346	5.793754	6.159576	5.745486	6.326903	6.170533	6.210588	6.271322	6.250211	6.421368	6.203692	5.868804	6.250113	6.179727	5.956243	7.162074	6.299009	5.907709	6.16512	6.263981	5.907891	6.098864	6.034475	6.346907	6.412107
7897257	RNF207 	ring finger protein 207 	1p36.31 	NM_207396 	RefSeq 	Homo sapiens ring finger protein 207 (RNF207), mRNA. 	FALSE	chr1	+	6188122	6190959	---	---	GO:0005622 	intracellular 	GO:0005515  // GO:0008270  // GO:0046872 	protein binding  // zinc ion binding  // metal ion binding 	---	---	6.380672	6.411872	6.169447	6.355984	6.163619	6.058881	6.55319	6.091266	6.306958	6.225814	6.018162	6.073466	6.125491	5.85666	6.315178	5.831885	6.183769	6.026362	6.317823	6.20216	6.133334	6.264263	6.434828	5.94411	6.314605	6.066215	6.378527	6.244506	6.248094	6.07441	6.290189	6.10846	6.015596	5.693935	6.224899	5.966417	6.246958	6.066918	6.118738	6.230055	6.248623	6.233092	6.098755	6.337595	6.238318	6.313688	5.959456	5.856819
7897263	RNF207 	ring finger protein 207 	1p36.31 	NM_207396 	RefSeq 	Homo sapiens ring finger protein 207 (RNF207), mRNA. 	FALSE	chr1	+	6191265	6203946	---	---	GO:0005622 	intracellular 	GO:0005515  // GO:0008270  // GO:0046872 	protein binding  // zinc ion binding  // metal ion binding 	---	---	5.553214	5.364611	5.774266	5.474877	5.412321	5.352257	5.797904	5.392783	5.481532	5.507109	5.671566	5.030513	5.298016	4.845785	5.562268	5.531826	5.45442	5.60617	5.397806	5.577122	5.455153	5.253736	5.497046	5.392224	5.786506	5.42834	5.859591	5.49838	5.610986	5.389471	5.374747	5.423136	5.242384	4.868305	5.253978	5.051836	5.455205	5.708575	5.637487	5.609079	5.91653	5.188814	5.261375	5.536162	5.351343	5.801786	5.424821	5.584172
7897277	C1orf211 	chromosome 1 open reading frame 211 	1p36.31 	BC030279 	GenBank 	Homo sapiens chromosome 1 open reading frame 211, mRNA (cDNA clone MGC:40168 IMAGE:5141008), complete cds. 	FALSE	chr1	+	6220455	6222091	---	---	---	---	---	---	---	---	5.280992	4.528884	4.43576	5.053186	4.728406	4.803824	4.732605	4.682376	5.037353	5.233788	4.915712	4.709581	5.058694	4.919123	4.4365	5.188489	5.112639	5.200243	5.117244	5.246459	5.093658	5.094215	4.939559	4.881562	4.548039	4.95715	4.848155	4.913711	5.008324	5.08075	5.001669	4.988825	4.506902	3.837638	4.809115	4.880031	4.87738	5.189758	5.027359	4.92392	5.292763	4.863635	4.898309	5.109424	4.915777	5.304351	4.855916	4.791748
7897280	HES3 	hairy and enhancer of split 3 (Drosophila) 	1p36.31 	NM_001024598 	RefSeq 	Homo sapiens hairy and enhancer of split 3 (Drosophila) (HES3), mRNA. 	FALSE	chr1	+	6226232	6228682	GO:0006355 	regulation of transcription, DNA-dependent 	GO:0005634 	nucleus 	GO:0003677  // GO:0030528 	DNA binding  // transcription regulator activity 	---	---	6.438519	6.276343	6.279165	6.411634	6.413479	6.26485	6.140768	6.48395	6.409806	6.27133	6.661106	6.194705	6.732559	5.920456	6.148409	6.437486	6.573159	6.512998	6.293216	6.208047	6.111408	6.367035	6.190652	6.076012	6.382116	6.340971	6.075603	6.664912	6.229527	6.471219	6.662122	6.528283	5.900332	5.912899	6.254542	6.358054	6.507982	6.386965	6.453279	6.333572	6.294649	6.339989	6.346302	6.686004	6.507365	6.535594	6.279405	6.410979
7897286	UNQ6193 	GSQS6193 	1p36.31 	AY358179 	GenBank 	Homo sapiens clone DNA147310 GSQS6193 (UNQ6193) mRNA, complete cds. 	FALSE	chr1	+	6249419	6249879	---	---	---	---	---	---	---	---	6.595083	6.055005	6.159634	5.992881	5.693379	5.933672	5.876991	5.882849	6.11715	6.391116	6.190379	6.061295	6.289808	5.982714	6.08448	6.053993	6.112044	6.313465	6.232569	6.058483	5.899783	6.363437	6.224823	5.964128	6.018963	6.074368	5.976744	5.888135	6.124818	6.138729	6.030249	6.464119	5.360188	5.808476	6.263983	5.792552	6.625834	6.444133	6.348363	6.180898	6.637448	6.393735	6.117474	6.575091	6.212391	6.135599	6.284339	6.34939
7897288	ESPN 	espin 	1p36.31|1p36.31-p36.11 	NM_031475 	RefSeq 	Homo sapiens espin (ESPN), mRNA. 	FALSE	chr1	+	6407435	6443591	GO:0007605 	sensory perception of sound 	GO:0005737  // GO:0005856  // GO:0042995 	cytoplasm  // cytoskeleton  // cell projection 	GO:0003779 	actin binding 	---	---	7.156455	6.545044	6.810606	6.521689	6.726136	6.705245	6.559012	6.571394	6.833502	7.114423	6.805472	6.483596	7.043283	6.668123	6.462066	6.805215	7.03933	7.016071	7.623882	6.966392	6.832679	7.199036	6.971702	6.72363	7.324358	6.980892	7.317413	6.943492	6.999454	7.109641	7.220542	7.091946	6.456802	6.475325	6.860911	6.646077	7.149681	7.091974	6.861805	6.837701	6.415444	6.956774	7.192894	7.157645	6.809709	7.127224	6.652062	6.79394
7897295	TAS1R1 	taste receptor, type 1, member 1 	1p36.23 	NM_138697 	RefSeq 	Homo sapiens taste receptor, type 1, member 1 (TAS1R1), transcript variant 2, mRNA. 	FALSE	chr1	+	6537828	6562404	GO:0007165  // GO:0007186  // GO:0050896  // GO:0050917 	signal transduction  // G-protein coupled receptor protein signaling pathway  // response to stimulus  // sensory perception of umami taste 	GO:0005886  // GO:0016021 	plasma membrane  // integral to membrane 	GO:0004872  // GO:0008527  // GO:0046982 	receptor activity  // taste receptor activity  // protein heterodimerization activity 	---	---	5.956877	5.58244	5.529673	5.403587	5.27767	5.470816	5.584241	5.510378	5.534308	5.536503	5.469343	5.27712	5.588537	5.548317	5.55692	5.522669	5.765509	5.984728	5.583832	5.785083	5.341293	5.491994	5.451543	5.399282	5.342505	5.2417	5.569216	5.579356	5.321041	5.728075	5.427245	5.364233	5.600615	5.1884	5.513157	5.443955	5.567938	5.343448	5.514172	5.329927	5.493388	5.4745	5.42655	5.75248	5.389246	5.601889	5.609452	5.498819
7897305	ZBTB48 	zinc finger and BTB domain containing 48 	1p36.3 	NM_005341 	RefSeq 	Homo sapiens zinc finger and BTB domain containing 48 (ZBTB48), mRNA. 	FALSE	chr1	+	6562695	6571927	GO:0006350  // GO:0006355 	transcription  // regulation of transcription, DNA-dependent 	GO:0005622  // GO:0005634 	intracellular  // nucleus 	GO:0003700  // GO:0005515  // GO:0008270  // GO:0046872 	transcription factor activity  // protein binding  // zinc ion binding  // metal ion binding 	---	---	5.210354	5.568381	5.490065	5.680592	5.589253	5.679814	5.500829	5.547066	5.691244	5.595294	5.530647	5.487705	5.510485	5.314933	5.73679	5.530144	5.4526	5.582175	5.401351	5.240789	5.484494	5.638872	5.409909	5.547837	5.554008	5.659537	5.691632	5.600356	5.52779	5.564287	5.503356	5.605483	5.551893	5.496486	5.585701	5.281639	5.318168	5.563766	5.482309	5.541326	5.653976	5.596538	5.713702	5.555243	5.75279	5.592079	5.38075	5.657358
7897322	PHF13 	PHD finger protein 13 	1p36.31 	NM_153812 	RefSeq 	Homo sapiens PHD finger protein 13 (PHF13), mRNA. 	FALSE	chr1	+	6596332	6606680	---	---	---	---	GO:0005515  // GO:0008270  // GO:0046872 	protein binding  // zinc ion binding  // metal ion binding 	---	---	6.728381	6.702252	6.631569	6.849151	6.710632	6.780399	6.615708	6.849543	6.543124	7.025198	6.839441	6.54053	6.531912	6.914058	6.864675	6.760896	6.760784	6.753906	6.420347	6.576409	6.768544	6.858	6.629336	6.651262	6.472607	6.809798	6.551092	6.738063	6.804143	6.689502	6.662014	6.5988	6.594764	6.764522	6.696403	6.513792	6.961661	6.634571	6.810056	6.419576	6.682302	6.74529	6.711574	6.533366	6.398508	6.362579	6.560998	6.763833
7897329	THAP3 	THAP domain containing, apoptosis associated protein 3 	1p36.31 	NM_138350 	RefSeq 	Homo sapiens THAP domain containing, apoptosis associated protein 3 (THAP3), mRNA. 	FALSE	chr1	+	6607512	6618233	---	---	---	---	GO:0003677  // GO:0008270  // GO:0046872 	DNA binding  // zinc ion binding  // metal ion binding 	---	---	5.618653	5.505011	5.416522	5.290995	5.265635	5.383	5.542379	5.318234	5.354393	5.938677	5.595169	5.373724	5.627615	5.587518	5.531663	5.673774	5.270694	6.110661	5.390053	5.134397	5.843438	5.430957	5.546034	5.281644	5.592513	5.74217	5.541195	5.628129	5.651031	5.377972	5.718504	5.456511	5.560875	5.311717	5.336926	5.474671	6.07132	5.666507	6.061397	5.649833	5.60243	5.563422	5.590643	5.454723	5.786036	5.678648	5.661831	5.718568
7897339	CAMTA1 	calmodulin binding transcription activator 1 	1p36.31-p36.23 	NM_015215 	RefSeq 	Homo sapiens calmodulin binding transcription activator 1 (CAMTA1), mRNA. 	FALSE	chr1	+	6767971	7752351	GO:0006350  // GO:0006355 	transcription  // regulation of transcription, DNA-dependent 	GO:0005634  // GO:0005737 	nucleus  // cytoplasm 	---	---	---	---	6.229069	6.82541	6.666032	6.754912	6.394027	6.499018	6.388582	6.435467	6.700255	6.314546	6.15881	6.085586	6.338817	6.267186	6.241545	6.217111	6.491154	6.160581	6.322595	6.165403	6.574169	6.916263	6.342845	6.427193	6.058592	6.286191	6.446898	6.764925	6.298718	6.619027	6.399059	6.397203	6.615276	6.616884	6.611849	6.195053	5.99629	6.589417	6.7402	6.424836	6.413587	6.489101	6.556796	6.520614	6.490657	6.269948	6.081635	6.476745
7897370	VAMP3 	vesicle-associated membrane protein 3 (cellubrevin) 	1p36.23 	NM_004781 	RefSeq 	Homo sapiens vesicle-associated membrane protein 3 (cellubrevin) (VAMP3), mRNA. 	FALSE	chr1	+	7753916	7764079	GO:0006461  // GO:0006904  // GO:0006944 	protein complex assembly  // vesicle docking during exocytosis  // membrane fusion 	GO:0016020  // GO:0016021  // GO:0019717  // GO:0030054  // GO:0045202 	membrane  // integral to membrane  // synaptosome  // cell junction  // synapse 	---	---	---	---	8.929539	9.011727	8.995967	8.800759	8.807053	9.162195	9.08084	9.021233	9.032211	9.164575	9.578939	8.90549	9.017282	8.995514	9.105638	8.945405	9.314741	9.124726	8.87222	9.005655	9.258753	9.340074	9.07759	9.293215	8.662657	8.991926	9.086418	8.953695	8.936646	8.962941	8.990582	9.091743	9.087622	9.406498	9.090673	9.148631	9.639628	9.002811	9.002221	8.645051	8.984179	9.152367	9.268833	9.110506	9.089846	8.675797	9.129197	9.063046
7897378	PER3 	period homolog 3 (Drosophila) 	1p36.23 	NM_016831 	RefSeq 	Homo sapiens period homolog 3 (Drosophila) (PER3), mRNA. 	FALSE	chr1	+	7766967	7827824	GO:0006350  // GO:0006355  // GO:0007165  // GO:0048511 	transcription  // regulation of transcription, DNA-dependent  // signal transduction  // rhythmic process 	GO:0005634  // GO:0005737 	nucleus  // cytoplasm 	GO:0004871 	signal transducer activity 	---	---	6.386491	6.373463	6.603774	6.851573	6.962891	6.881286	6.478045	7.041499	7.079948	6.58022	7.753907	7.27022	7.096597	6.649046	7.624392	6.457057	7.204393	7.09482	6.588846	6.745555	7.525691	7.295555	7.398872	7.542382	6.124751	6.842191	6.812293	7.099599	6.868395	6.693556	6.448777	6.752865	6.634722	7.394399	7.112406	6.557031	7.438561	6.641063	6.592799	6.864057	6.551438	6.81373	6.622121	6.919694	6.735478	6.018977	6.348861	5.97753
7897404	PARK7 	Parkinson disease (autosomal recessive, early onset) 7 	1p36.23 	NM_007262 	RefSeq 	Homo sapiens Parkinson disease (autosomal recessive, early onset) 7 (PARK7), transcript variant 1, mRNA. 	FALSE	chr1	+	7944310	7968152	GO:0006950  // GO:0007265  // GO:0008344  // GO:0042542  // GO:0042743  // GO:0051583  // GO:0051899  // GO:0060081 	response to stress  // Ras protein signal transduction  // adult locomotory behavior  // response to hydrogen peroxide  // hydrogen peroxide metabolic process  // dopamine uptake  // membrane depolarization  // membrane hyperpolarization 	GO:0005634  // GO:0005737  // GO:0005739 	nucleus  // cytoplasm  // mitochondrion 	GO:0005515  // GO:0051920 	protein binding  // peroxiredoxin activity 	---	---	10.74596	10.59769	10.52662	10.39012	10.44565	10.56016	10.38776	10.65606	10.63522	11.00027	10.57466	10.57392	10.68413	10.92124	10.90089	10.90519	10.8844	10.60176	10.85262	10.89828	10.63673	10.76028	10.68113	10.74972	10.90319	10.81074	10.86771	10.79218	10.75406	10.90428	10.8046	10.92925	11.12461	10.92441	11.06598	10.99156	10.84526	10.91265	10.90498	10.76957	11.01099	11.03863	11.12191	10.92479	11.13698	10.89621	11.12988	11.07428
7897416	SLC45A1 	solute carrier family 45, member 1 	1p36.1-p36.2 	NM_001080397 	RefSeq 	Homo sapiens solute carrier family 45, member 1 (SLC45A1), mRNA. 	FALSE	chr1	+	8300756	8326812	GO:0008643  // GO:0015758 	carbohydrate transport  // glucose transport 	GO:0016020  // GO:0016021 	membrane  // integral to membrane 	GO:0005351  // GO:0005355  // GO:0015293 	sugar:hydrogen symporter activity  // glucose transmembrane transporter activity  // symporter activity 	---	---	6.242163	6.262642	5.965374	5.623064	6.095325	6.132314	5.710443	6.280774	6.348557	6.744326	6.447181	6.183214	6.246036	6.062504	6.296125	6.281406	6.635301	6.400372	6.358936	6.106108	6.179728	6.388514	6.136446	5.966897	5.932213	6.238895	6.06558	6.358894	6.07601	6.141697	6.106931	6.381571	5.883847	5.909254	6.204397	5.974884	6.20085	6.095345	6.041017	6.001757	5.722187	5.946338	6.236915	6.088119	6.384759	5.806971	6.218413	5.78979
7897426	CA6 	carbonic anhydrase VI 	1p36.2 	NM_001215 	RefSeq 	Homo sapiens carbonic anhydrase VI (CA6), mRNA. 	FALSE	chr1	+	8928509	8957738	GO:0006730 	one-carbon compound metabolic process 	GO:0005576 	extracellular region 	GO:0004089  // GO:0008270  // GO:0016829  // GO:0046872 	carbonate dehydratase activity  // zinc ion binding  // lyase activity  // metal ion binding 	---	---	4.843576	4.51395	4.635969	4.246333	4.253304	4.269141	4.370203	4.282631	4.552937	4.502291	4.559022	4.354043	4.865457	4.408218	4.550805	4.700577	4.722592	5.109484	4.338166	4.666329	4.200512	4.32502	4.449661	4.147786	4.210765	4.360144	3.87974	4.482668	4.269238	4.254128	4.538893	4.597743	4.177628	4.189649	4.244296	4.419396	4.577115	4.466237	4.522777	4.392096	4.666329	4.322792	4.256607	4.653599	4.658206	4.392836	4.578637	4.47219
